CODLOC,sexo,tramo,personas,sexo_label,tramo_label
3321,1,60-64,424,varones,60-64
3321,1,65-69,297,varones,65-69
3321,1,70-74,256,varones,70-74
3321,1,75-79,175,varones,75-79
3321,1,80-84,126,varones,80-84
3321,1,85-89,61,varones,85-89
3321,1,90-94,17,varones,90-94
3321,1,+95,8,varones,+95
3321,2,0-4,703,mujeres,0-4
3321,2,5-9,766,mujeres,5-9
3321,2,10-14,760,mujeres,10-14
3321,2,15-19,869,mujeres,15-19
3321,2,20-24,800,mujeres,20-24
3321,2,25-29,750,mujeres,25-29
3321,2,30-34,738,mujeres,30-34
3321,2,35-39,739,mujeres,35-39
3321,2,40-44,608,mujeres,40-44
3321,2,45-49,676,mujeres,45-49
3321,2,50-54,689,mujeres,50-54
3321,2,55-59,621,mujeres,55-59
3321,2,60-64,511,mujeres,60-64
3321,2,65-69,424,mujeres,65-69
3321,2,70-74,346,mujeres,70-74
3321,2,75-79,337,mujeres,75-79
3321,2,80-84,309,mujeres,80-84
3321,2,85-89,156,mujeres,85-89
3321,2,90-94,67,mujeres,90-94
3321,2,+95,11,mujeres,+95
3322,1,0-4,888,varones,0-4
3322,1,5-9,1014,varones,5-9
3322,1,10-14,1106,varones,10-14
3322,1,15-19,1089,varones,15-19
3322,1,20-24,1003,varones,20-24
3322,1,25-29,906,varones,25-29
3322,1,30-34,935,varones,30-34
3322,1,35-39,804,varones,35-39
3322,1,40-44,689,varones,40-44
3322,1,45-49,728,varones,45-49
3322,1,50-54,756,varones,50-54
3322,1,55-59,632,varones,55-59
3322,1,60-64,531,varones,60-64
3322,1,65-69,375,varones,65-69
3322,1,70-74,330,varones,70-74
3322,1,75-79,248,varones,75-79
3322,1,80-84,182,varones,80-84
3322,1,85-89,92,varones,85-89
3322,1,90-94,25,varones,90-94
3322,1,+95,4,varones,+95
3322,2,0-4,851,mujeres,0-4
3322,2,5-9,966,mujeres,5-9
3322,2,10-14,1039,mujeres,10-14
3322,2,15-19,1055,mujeres,15-19
3322,2,20-24,1018,mujeres,20-24
3322,2,25-29,978,mujeres,25-29
3322,2,30-34,956,mujeres,30-34
3322,2,35-39,922,mujeres,35-39
3322,2,40-44,800,mujeres,40-44
3322,2,45-49,848,mujeres,45-49
3322,2,50-54,792,mujeres,50-54
3322,2,55-59,722,mujeres,55-59
3322,2,60-64,617,mujeres,60-64
3322,2,65-69,499,mujeres,65-69
3322,2,70-74,486,mujeres,70-74
3322,2,75-79,421,mujeres,75-79
3322,2,80-84,357,mujeres,80-84
3322,2,85-89,188,mujeres,85-89
3322,2,90-94,76,mujeres,90-94
3322,2,+95,19,mujeres,+95
3323,1,0-4,511,varones,0-4
3323,1,5-9,593,varones,5-9
3323,1,10-14,619,varones,10-14
3323,1,15-19,673,varones,15-19
3323,1,20-24,587,varones,20-24
3323,1,25-29,568,varones,25-29
3323,1,30-34,576,varones,30-34
3323,1,35-39,565,varones,35-39
3323,1,40-44,530,varones,40-44
3323,1,45-49,462,varones,45-49
3323,1,50-54,480,varones,50-54
3323,1,55-59,457,varones,55-59
3323,1,60-64,367,varones,60-64
3323,1,65-69,328,varones,65-69
3323,1,70-74,254,varones,70-74
3323,1,75-79,198,varones,75-79
3323,1,80-84,121,varones,80-84
3323,1,85-89,57,varones,85-89
3323,1,90-94,26,varones,90-94
3323,1,+95,3,varones,+95
3323,2,0-4,492,mujeres,0-4
3323,2,5-9,595,mujeres,5-9
3323,2,10-14,597,mujeres,10-14
3323,2,15-19,621,mujeres,15-19
3323,2,20-24,643,mujeres,20-24
3323,2,25-29,563,mujeres,25-29
3323,2,30-34,621,mujeres,30-34
3323,2,35-39,561,mujeres,35-39
3323,2,40-44,523,mujeres,40-44
3323,2,45-49,499,mujeres,45-49
3323,2,50-54,509,mujeres,50-54
3323,2,55-59,474,mujeres,55-59
3323,2,60-64,461,mujeres,60-64
3323,2,65-69,408,mujeres,65-69
3323,2,70-74,371,mujeres,70-74
3323,2,75-79,317,mujeres,75-79
3323,2,80-84,272,mujeres,80-84
3323,2,85-89,161,mujeres,85-89
3323,2,90-94,64,mujeres,90-94
3323,2,+95,15,mujeres,+95
3324,1,0-4,5,varones,0-4
3324,1,5-9,8,varones,5-9
3324,1,10-14,10,varones,10-14
3324,1,15-19,4,varones,15-19
3324,1,20-24,4,varones,20-24
3324,1,25-29,6,varones,25-29
3324,1,30-34,5,varones,30-34
3324,1,35-39,3,varones,35-39
3324,1,40-44,10,varones,40-44
3324,1,45-49,2,varones,45-49
3324,1,50-54,2,varones,50-54
3324,1,55-59,1,varones,55-59
3324,1,60-64,3,varones,60-64
3324,1,65-69,3,varones,65-69
3324,1,70-74,5,varones,70-74
3324,1,75-79,1,varones,75-79
3324,1,80-84,1,varones,80-84
3324,1,85-89,1,varones,85-89
3324,1,90-94,0,varones,90-94
3324,1,+95,0,varones,+95
3324,2,0-4,5,mujeres,0-4
3324,2,5-9,1,mujeres,5-9
3324,2,10-14,3,mujeres,10-14
3324,2,15-19,4,mujeres,15-19
3324,2,20-24,4,mujeres,20-24
3324,2,25-29,5,mujeres,25-29
3324,2,30-34,6,mujeres,30-34
3324,2,35-39,6,mujeres,35-39
3324,2,40-44,5,mujeres,40-44
3324,2,45-49,5,mujeres,45-49
3324,2,50-54,3,mujeres,50-54
3324,2,55-59,1,mujeres,55-59
3324,2,60-64,3,mujeres,60-64
3324,2,65-69,2,mujeres,65-69
3324,2,70-74,1,mujeres,70-74
3324,2,75-79,2,mujeres,75-79
3324,2,80-84,2,mujeres,80-84
3324,2,85-89,0,mujeres,85-89
3324,2,90-94,0,mujeres,90-94
3324,2,+95,0,mujeres,+95
3325,1,0-4,0,varones,0-4
3325,1,5-9,2,varones,5-9
3325,1,10-14,2,varones,10-14
3325,1,15-19,2,varones,15-19
3325,1,20-24,2,varones,20-24
3325,1,25-29,0,varones,25-29
3325,1,30-34,0,varones,30-34
3325,1,35-39,1,varones,35-39
3325,1,40-44,1,varones,40-44
3325,1,45-49,0,varones,45-49
3325,1,50-54,2,varones,50-54
3325,1,55-59,2,varones,55-59
3325,1,60-64,0,varones,60-64
3325,1,65-69,0,varones,65-69
3325,1,70-74,1,varones,70-74
3325,1,75-79,1,varones,75-79
3325,1,80-84,0,varones,80-84
3325,1,85-89,0,varones,85-89
3325,1,90-94,0,varones,90-94
3325,1,+95,0,varones,+95
3325,2,0-4,0,mujeres,0-4
3325,2,5-9,2,mujeres,5-9
3325,2,10-14,2,mujeres,10-14
3325,2,15-19,1,mujeres,15-19
3325,2,20-24,2,mujeres,20-24
3325,2,25-29,2,mujeres,25-29
3325,2,30-34,1,mujeres,30-34
3325,2,35-39,1,mujeres,35-39
3325,2,40-44,0,mujeres,40-44
3325,2,45-49,1,mujeres,45-49
3325,2,50-54,3,mujeres,50-54
3325,2,55-59,1,mujeres,55-59
3325,2,60-64,0,mujeres,60-64
3325,2,65-69,0,mujeres,65-69
3325,2,70-74,0,mujeres,70-74
3325,2,75-79,0,mujeres,75-79
3325,2,80-84,0,mujeres,80-84
3325,2,85-89,0,mujeres,85-89
3325,2,90-94,0,mujeres,90-94
3325,2,+95,0,mujeres,+95
3326,1,0-4,1,varones,0-4
3326,1,5-9,4,varones,5-9
3326,1,10-14,0,varones,10-14
3326,1,15-19,2,varones,15-19
3326,1,20-24,4,varones,20-24
3326,1,25-29,2,varones,25-29
3326,1,30-34,11,varones,30-34
3326,1,35-39,2,varones,35-39
3326,1,40-44,0,varones,40-44
3326,1,45-49,3,varones,45-49
3326,1,50-54,0,varones,50-54
3326,1,55-59,1,varones,55-59
3326,1,60-64,1,varones,60-64
3326,1,65-69,0,varones,65-69
3326,1,70-74,0,varones,70-74
3326,1,75-79,0,varones,75-79
3326,1,80-84,0,varones,80-84
3326,1,85-89,0,varones,85-89
3326,1,90-94,0,varones,90-94
3326,1,+95,0,varones,+95
3326,2,0-4,3,mujeres,0-4
3326,2,5-9,3,mujeres,5-9
3326,2,10-14,1,mujeres,10-14
3326,2,15-19,5,mujeres,15-19
3326,2,20-24,6,mujeres,20-24
3326,2,25-29,2,mujeres,25-29
3326,2,30-34,8,mujeres,30-34
3326,2,35-39,4,mujeres,35-39
3326,2,40-44,0,mujeres,40-44
3326,2,45-49,2,mujeres,45-49
3326,2,50-54,1,mujeres,50-54
3326,2,55-59,0,mujeres,55-59
3326,2,60-64,1,mujeres,60-64
3326,2,65-69,1,mujeres,65-69
3326,2,70-74,0,mujeres,70-74
3326,2,75-79,0,mujeres,75-79
3326,2,80-84,0,mujeres,80-84
3326,2,85-89,0,mujeres,85-89
3326,2,90-94,0,mujeres,90-94
3326,2,+95,0,mujeres,+95
3329,1,0-4,0,varones,0-4
3329,1,5-9,1,varones,5-9
3329,1,10-14,3,varones,10-14
3329,1,15-19,3,varones,15-19
3329,1,20-24,4,varones,20-24
3329,1,25-29,0,varones,25-29
3329,1,30-34,1,varones,30-34
3329,1,35-39,4,varones,35-39
3329,1,40-44,2,varones,40-44
3329,1,45-49,3,varones,45-49
3329,1,50-54,1,varones,50-54
3329,1,55-59,0,varones,55-59
3329,1,60-64,2,varones,60-64
3329,1,65-69,1,varones,65-69
3329,1,70-74,1,varones,70-74
3329,1,75-79,0,varones,75-79
3329,1,80-84,0,varones,80-84
3329,1,85-89,0,varones,85-89
3329,1,90-94,0,varones,90-94
3329,1,+95,0,varones,+95
3329,2,0-4,1,mujeres,0-4
3329,2,5-9,1,mujeres,5-9
3329,2,10-14,3,mujeres,10-14
3329,2,15-19,1,mujeres,15-19
3329,2,20-24,2,mujeres,20-24
3329,2,25-29,2,mujeres,25-29
3329,2,30-34,1,mujeres,30-34
3329,2,35-39,4,mujeres,35-39
3329,2,40-44,2,mujeres,40-44
3329,2,45-49,2,mujeres,45-49
3329,2,50-54,1,mujeres,50-54
3329,2,55-59,2,mujeres,55-59
3329,2,60-64,1,mujeres,60-64
3329,2,65-69,1,mujeres,65-69
3329,2,70-74,2,mujeres,70-74
3329,2,75-79,1,mujeres,75-79
3329,2,80-84,1,mujeres,80-84
3329,2,85-89,0,mujeres,85-89
3329,2,90-94,0,mujeres,90-94
3329,2,+95,0,mujeres,+95
3421,1,0-4,682,varones,0-4
3421,1,5-9,770,varones,5-9
3421,1,10-14,810,varones,10-14
3421,1,15-19,768,varones,15-19
3421,1,20-24,566,varones,20-24
3421,1,25-29,543,varones,25-29
3421,1,30-34,561,varones,30-34
3421,1,35-39,585,varones,35-39
3421,1,40-44,479,varones,40-44
3421,1,45-49,432,varones,45-49
3421,1,50-54,416,varones,50-54
3421,1,55-59,372,varones,55-59
3421,1,60-64,284,varones,60-64
3421,1,65-69,208,varones,65-69
3421,1,70-74,177,varones,70-74
3421,1,75-79,123,varones,75-79
3421,1,80-84,82,varones,80-84
3421,1,85-89,36,varones,85-89
3421,1,90-94,19,varones,90-94
3421,1,+95,1,varones,+95
3421,2,0-4,658,mujeres,0-4
3421,2,5-9,700,mujeres,5-9
3421,2,10-14,764,mujeres,10-14
3421,2,15-19,708,mujeres,15-19
3421,2,20-24,584,mujeres,20-24
3421,2,25-29,608,mujeres,25-29
3421,2,30-34,567,mujeres,30-34
3421,2,35-39,579,mujeres,35-39
3421,2,40-44,506,mujeres,40-44
3421,2,45-49,493,mujeres,45-49
3421,2,50-54,420,mujeres,50-54
3421,2,55-59,403,mujeres,55-59
3421,2,60-64,326,mujeres,60-64
3421,2,65-69,287,mujeres,65-69
3421,2,70-74,249,mujeres,70-74
3421,2,75-79,205,mujeres,75-79
3421,2,80-84,154,mujeres,80-84
3421,2,85-89,81,mujeres,85-89
3421,2,90-94,28,mujeres,90-94
3421,2,+95,10,mujeres,+95
3422,1,0-4,228,varones,0-4
3422,1,5-9,264,varones,5-9
3422,1,10-14,288,varones,10-14
3422,1,15-19,282,varones,15-19
3422,1,20-24,237,varones,20-24
3422,1,25-29,223,varones,25-29
3422,1,30-34,250,varones,30-34
3422,1,35-39,253,varones,35-39
3422,1,40-44,216,varones,40-44
3422,1,45-49,201,varones,45-49
3422,1,50-54,178,varones,50-54
3422,1,55-59,174,varones,55-59
3422,1,60-64,162,varones,60-64
3422,1,65-69,141,varones,65-69
3422,1,70-74,131,varones,70-74
3422,1,75-79,101,varones,75-79
3422,1,80-84,61,varones,80-84
3422,1,85-89,38,varones,85-89
3422,1,90-94,9,varones,90-94
3422,1,+95,4,varones,+95
3422,2,0-4,247,mujeres,0-4
3422,2,5-9,265,mujeres,5-9
3422,2,10-14,290,mujeres,10-14
3422,2,15-19,287,mujeres,15-19
3422,2,20-24,195,mujeres,20-24
3422,2,25-29,246,mujeres,25-29
3422,2,30-34,225,mujeres,30-34
3422,2,35-39,242,mujeres,35-39
3422,2,40-44,217,mujeres,40-44
3422,2,45-49,197,mujeres,45-49
3422,2,50-54,189,mujeres,50-54
3422,2,55-59,215,mujeres,55-59
3422,2,60-64,193,mujeres,60-64
3422,2,65-69,162,mujeres,65-69
3422,2,70-74,160,mujeres,70-74
3422,2,75-79,144,mujeres,75-79
3422,2,80-84,122,mujeres,80-84
3422,2,85-89,69,mujeres,85-89
3422,2,90-94,21,mujeres,90-94
3422,2,+95,6,mujeres,+95
3521,1,0-4,1306,varones,0-4
3521,1,5-9,1390,varones,5-9
3521,1,10-14,1522,varones,10-14
3521,1,15-19,1456,varones,15-19
3521,1,20-24,1226,varones,20-24
3521,1,25-29,1137,varones,25-29
3521,1,30-34,1159,varones,30-34
3521,1,35-39,1067,varones,35-39
3521,1,40-44,901,varones,40-44
3521,1,45-49,907,varones,45-49
3521,1,50-54,859,varones,50-54
3521,1,55-59,695,varones,55-59
3521,1,60-64,592,varones,60-64
3521,1,65-69,410,varones,65-69
3521,1,70-74,358,varones,70-74
3521,1,75-79,222,varones,75-79
3521,1,80-84,161,varones,80-84
3521,1,85-89,78,varones,85-89
3521,1,90-94,10,varones,90-94
3521,1,+95,6,varones,+95
3521,2,0-4,1236,mujeres,0-4
3521,2,5-9,1388,mujeres,5-9
3521,2,10-14,1468,mujeres,10-14
3521,2,15-19,1454,mujeres,15-19
3521,2,20-24,1243,mujeres,20-24
3521,2,25-29,1174,mujeres,25-29
3521,2,30-34,1174,mujeres,30-34
3521,2,35-39,1098,mujeres,35-39
3521,2,40-44,997,mujeres,40-44
3521,2,45-49,906,mujeres,45-49
3521,2,50-54,903,mujeres,50-54
3521,2,55-59,748,mujeres,55-59
3521,2,60-64,627,mujeres,60-64
3521,2,65-69,500,mujeres,65-69
3521,2,70-74,434,mujeres,70-74
3521,2,75-79,370,mujeres,75-79
3521,2,80-84,274,mujeres,80-84
3521,2,85-89,126,mujeres,85-89
3521,2,90-94,53,mujeres,90-94
3521,2,+95,15,mujeres,+95
3523,1,0-4,409,varones,0-4
3523,1,5-9,472,varones,5-9
3523,1,10-14,483,varones,10-14
3523,1,15-19,506,varones,15-19
3523,1,20-24,371,varones,20-24
3523,1,25-29,317,varones,25-29
3523,1,30-34,334,varones,30-34
3523,1,35-39,360,varones,35-39
3523,1,40-44,309,varones,40-44
3523,1,45-49,276,varones,45-49
3523,1,50-54,280,varones,50-54
3523,1,55-59,195,varones,55-59
3523,1,60-64,165,varones,60-64
3523,1,65-69,105,varones,65-69
3523,1,70-74,82,varones,70-74
3523,1,75-79,67,varones,75-79
3523,1,80-84,29,varones,80-84
3523,1,85-89,15,varones,85-89
3523,1,90-94,5,varones,90-94
3523,1,+95,1,varones,+95
3523,2,0-4,404,mujeres,0-4
3523,2,5-9,398,mujeres,5-9
3523,2,10-14,502,mujeres,10-14
3523,2,15-19,438,mujeres,15-19
3523,2,20-24,419,mujeres,20-24
3523,2,25-29,367,mujeres,25-29
3523,2,30-34,353,mujeres,30-34
3523,2,35-39,336,mujeres,35-39
3523,2,40-44,283,mujeres,40-44
3523,2,45-49,295,mujeres,45-49
3523,2,50-54,255,mujeres,50-54
3523,2,55-59,178,mujeres,55-59
3523,2,60-64,161,mujeres,60-64
3523,2,65-69,134,mujeres,65-69
3523,2,70-74,105,mujeres,70-74
3523,2,75-79,93,mujeres,75-79
3523,2,80-84,71,mujeres,80-84
3523,2,85-89,37,mujeres,85-89
3523,2,90-94,13,mujeres,90-94
3523,2,+95,1,mujeres,+95
3524,1,0-4,263,varones,0-4
3524,1,5-9,283,varones,5-9
3524,1,10-14,345,varones,10-14
3524,1,15-19,291,varones,15-19
3524,1,20-24,230,varones,20-24
3524,1,25-29,224,varones,25-29
3524,1,30-34,234,varones,30-34
3524,1,35-39,230,varones,35-39
3524,1,40-44,197,varones,40-44
3524,1,45-49,194,varones,45-49
3524,1,50-54,156,varones,50-54
3524,1,55-59,176,varones,55-59
3524,1,60-64,114,varones,60-64
3524,1,65-69,93,varones,65-69
3524,1,70-74,77,varones,70-74
3524,1,75-79,65,varones,75-79
3524,1,80-84,35,varones,80-84
3524,1,85-89,17,varones,85-89
3524,1,90-94,6,varones,90-94
3524,1,+95,1,varones,+95
3524,2,0-4,258,mujeres,0-4
3524,2,5-9,262,mujeres,5-9
3524,2,10-14,310,mujeres,10-14
3524,2,15-19,282,mujeres,15-19
3524,2,20-24,250,mujeres,20-24
3524,2,25-29,237,mujeres,25-29
3524,2,30-34,261,mujeres,30-34
3524,2,35-39,237,mujeres,35-39
3524,2,40-44,219,mujeres,40-44
3524,2,45-49,195,mujeres,45-49
3524,2,50-54,174,mujeres,50-54
3524,2,55-59,129,mujeres,55-59
3524,2,60-64,128,mujeres,60-64
3524,2,65-69,120,mujeres,65-69
3524,2,70-74,99,mujeres,70-74
3524,2,75-79,77,mujeres,75-79
3524,2,80-84,54,mujeres,80-84
3524,2,85-89,37,mujeres,85-89
3524,2,90-94,5,mujeres,90-94
3524,2,+95,5,mujeres,+95
3525,1,0-4,641,varones,0-4
3525,1,5-9,687,varones,5-9
3525,1,10-14,711,varones,10-14
3525,1,15-19,665,varones,15-19
3525,1,20-24,581,varones,20-24
3525,1,25-29,534,varones,25-29
3525,1,30-34,547,varones,30-34
3525,1,35-39,582,varones,35-39
3525,1,40-44,504,varones,40-44
3525,1,45-49,491,varones,45-49
3525,1,50-54,472,varones,50-54
3525,1,55-59,356,varones,55-59
3525,1,60-64,283,varones,60-64
3525,1,65-69,220,varones,65-69
3525,1,70-74,154,varones,70-74
3525,1,75-79,136,varones,75-79
3525,1,80-84,90,varones,80-84
3525,1,85-89,43,varones,85-89
3525,1,90-94,6,varones,90-94
3525,1,+95,3,varones,+95
3525,2,0-4,603,mujeres,0-4
3525,2,5-9,645,mujeres,5-9
3525,2,10-14,669,mujeres,10-14
3525,2,15-19,641,mujeres,15-19
3525,2,20-24,647,mujeres,20-24
3525,2,25-29,532,mujeres,25-29
3525,2,30-34,593,mujeres,30-34
3525,2,35-39,638,mujeres,35-39
3525,2,40-44,557,mujeres,40-44
3525,2,45-49,480,mujeres,45-49
3525,2,50-54,445,mujeres,50-54
3525,2,55-59,385,mujeres,55-59
3525,2,60-64,320,mujeres,60-64
3525,2,65-69,299,mujeres,65-69
3525,2,70-74,240,mujeres,70-74
3525,2,75-79,222,mujeres,75-79
3525,2,80-84,160,mujeres,80-84
3525,2,85-89,88,mujeres,85-89
3525,2,90-94,29,mujeres,90-94
3525,2,+95,9,mujeres,+95
3526,1,0-4,103,varones,0-4
3526,1,5-9,146,varones,5-9
3526,1,10-14,135,varones,10-14
3526,1,15-19,146,varones,15-19
3526,1,20-24,132,varones,20-24
3526,1,25-29,122,varones,25-29
3526,1,30-34,126,varones,30-34
3526,1,35-39,136,varones,35-39
3526,1,40-44,111,varones,40-44
3526,1,45-49,113,varones,45-49
3526,1,50-54,98,varones,50-54
3526,1,55-59,89,varones,55-59
3526,1,60-64,80,varones,60-64
3526,1,65-69,65,varones,65-69
3526,1,70-74,55,varones,70-74
3526,1,75-79,71,varones,75-79
3526,1,80-84,35,varones,80-84
3526,1,85-89,34,varones,85-89
3526,1,90-94,10,varones,90-94
3526,1,+95,2,varones,+95
3526,2,0-4,113,mujeres,0-4
3526,2,5-9,123,mujeres,5-9
3526,2,10-14,134,mujeres,10-14
3526,2,15-19,126,mujeres,15-19
3526,2,20-24,105,mujeres,20-24
3526,2,25-29,110,mujeres,25-29
3526,2,30-34,133,mujeres,30-34
3526,2,35-39,126,mujeres,35-39
3526,2,40-44,120,mujeres,40-44
3526,2,45-49,113,mujeres,45-49
3526,2,50-54,103,mujeres,50-54
3526,2,55-59,94,mujeres,55-59
3526,2,60-64,100,mujeres,60-64
3526,2,65-69,93,mujeres,65-69
3526,2,70-74,88,mujeres,70-74
3526,2,75-79,79,mujeres,75-79
3526,2,80-84,85,mujeres,80-84
3526,2,85-89,51,mujeres,85-89
3526,2,90-94,16,mujeres,90-94
3526,2,+95,6,mujeres,+95
3527,1,0-4,210,varones,0-4
3527,1,5-9,196,varones,5-9
3527,1,10-14,225,varones,10-14
3527,1,15-19,223,varones,15-19
3527,1,20-24,192,varones,20-24
3527,1,25-29,184,varones,25-29
3527,1,30-34,226,varones,30-34
3527,1,35-39,221,varones,35-39
3527,1,40-44,196,varones,40-44
3527,1,45-49,181,varones,45-49
3527,1,50-54,169,varones,50-54
3527,1,55-59,141,varones,55-59
3527,1,60-64,134,varones,60-64
3527,1,65-69,112,varones,65-69
3527,1,70-74,104,varones,70-74
3527,1,75-79,75,varones,75-79
3527,1,80-84,47,varones,80-84
3527,1,85-89,23,varones,85-89
3527,1,90-94,5,varones,90-94
3527,1,+95,3,varones,+95
3527,2,0-4,172,mujeres,0-4
3527,2,5-9,189,mujeres,5-9
3527,2,10-14,246,mujeres,10-14
3527,2,15-19,220,mujeres,15-19
3527,2,20-24,215,mujeres,20-24
3527,2,25-29,218,mujeres,25-29
3527,2,30-34,224,mujeres,30-34
3527,2,35-39,252,mujeres,35-39
3527,2,40-44,203,mujeres,40-44
3527,2,45-49,180,mujeres,45-49
3527,2,50-54,186,mujeres,50-54
3527,2,55-59,194,mujeres,55-59
3527,2,60-64,164,mujeres,60-64
3527,2,65-69,151,mujeres,65-69
3527,2,70-74,138,mujeres,70-74
3527,2,75-79,105,mujeres,75-79
3527,2,80-84,104,mujeres,80-84
3527,2,85-89,73,mujeres,85-89
3527,2,90-94,24,mujeres,90-94
3527,2,+95,7,mujeres,+95
3528,1,0-4,143,varones,0-4
3528,1,5-9,163,varones,5-9
3528,1,10-14,168,varones,10-14
3528,1,15-19,155,varones,15-19
3528,1,20-24,152,varones,20-24
3528,1,25-29,148,varones,25-29
3528,1,30-34,163,varones,30-34
3528,1,35-39,174,varones,35-39
3528,1,40-44,165,varones,40-44
3528,1,45-49,130,varones,45-49
3528,1,50-54,130,varones,50-54
3528,1,55-59,131,varones,55-59
3528,1,60-64,107,varones,60-64
3528,1,65-69,132,varones,65-69
3528,1,70-74,97,varones,70-74
3528,1,75-79,87,varones,75-79
3528,1,80-84,62,varones,80-84
3528,1,85-89,42,varones,85-89
3528,1,90-94,13,varones,90-94
3528,1,+95,2,varones,+95
3528,2,0-4,151,mujeres,0-4
3528,2,5-9,128,mujeres,5-9
3528,2,10-14,155,mujeres,10-14
3528,2,15-19,194,mujeres,15-19
3528,2,20-24,139,mujeres,20-24
3528,2,25-29,153,mujeres,25-29
3528,2,30-34,182,mujeres,30-34
3528,2,35-39,172,mujeres,35-39
3528,2,40-44,166,mujeres,40-44
3528,2,45-49,155,mujeres,45-49
3528,2,50-54,148,mujeres,50-54
3528,2,55-59,170,mujeres,55-59
3528,2,60-64,144,mujeres,60-64
3528,2,65-69,164,mujeres,65-69
3528,2,70-74,149,mujeres,70-74
3528,2,75-79,121,mujeres,75-79
3528,2,80-84,116,mujeres,80-84
3528,2,85-89,83,mujeres,85-89
3528,2,90-94,22,mujeres,90-94
3528,2,+95,13,mujeres,+95
3529,1,0-4,500,varones,0-4
3529,1,5-9,515,varones,5-9
3529,1,10-14,496,varones,10-14
3529,1,15-19,462,varones,15-19
3529,1,20-24,378,varones,20-24
3529,1,25-29,365,varones,25-29
3529,1,30-34,344,varones,30-34
3529,1,35-39,348,varones,35-39
3529,1,40-44,285,varones,40-44
3529,1,45-49,248,varones,45-49
3529,1,50-54,229,varones,50-54
3529,1,55-59,220,varones,55-59
3529,1,60-64,160,varones,60-64
3529,1,65-69,119,varones,65-69
3529,1,70-74,94,varones,70-74
3529,1,75-79,58,varones,75-79
3529,1,80-84,36,varones,80-84
3529,1,85-89,9,varones,85-89
3529,1,90-94,9,varones,90-94
3529,1,+95,1,varones,+95
3529,2,0-4,446,mujeres,0-4
3529,2,5-9,456,mujeres,5-9
3529,2,10-14,471,mujeres,10-14
3529,2,15-19,461,mujeres,15-19
3529,2,20-24,414,mujeres,20-24
3529,2,25-29,349,mujeres,25-29
3529,2,30-34,367,mujeres,30-34
3529,2,35-39,346,mujeres,35-39
3529,2,40-44,278,mujeres,40-44
3529,2,45-49,274,mujeres,45-49
3529,2,50-54,258,mujeres,50-54
3529,2,55-59,212,mujeres,55-59
3529,2,60-64,156,mujeres,60-64
3529,2,65-69,144,mujeres,65-69
3529,2,70-74,119,mujeres,70-74
3529,2,75-79,86,mujeres,75-79
3529,2,80-84,52,mujeres,80-84
3529,2,85-89,38,mujeres,85-89
3529,2,90-94,8,mujeres,90-94
3529,2,+95,2,mujeres,+95
3530,1,0-4,403,varones,0-4
3530,1,5-9,448,varones,5-9
3530,1,10-14,473,varones,10-14
3530,1,15-19,479,varones,15-19
3530,1,20-24,347,varones,20-24
3530,1,25-29,315,varones,25-29
3530,1,30-34,360,varones,30-34
3530,1,35-39,312,varones,35-39
3530,1,40-44,256,varones,40-44
3530,1,45-49,239,varones,45-49
3530,1,50-54,261,varones,50-54
3530,1,55-59,215,varones,55-59
3530,1,60-64,157,varones,60-64
3530,1,65-69,118,varones,65-69
3530,1,70-74,101,varones,70-74
3530,1,75-79,53,varones,75-79
3530,1,80-84,30,varones,80-84
3530,1,85-89,18,varones,85-89
3530,1,90-94,3,varones,90-94
3530,1,+95,1,varones,+95
3530,2,0-4,423,mujeres,0-4
3530,2,5-9,429,mujeres,5-9
3530,2,10-14,428,mujeres,10-14
3530,2,15-19,424,mujeres,15-19
3530,2,20-24,413,mujeres,20-24
3530,2,25-29,346,mujeres,25-29
3530,2,30-34,319,mujeres,30-34
3530,2,35-39,335,mujeres,35-39
3530,2,40-44,265,mujeres,40-44
3530,2,45-49,254,mujeres,45-49
3530,2,50-54,268,mujeres,50-54
3530,2,55-59,204,mujeres,55-59
3530,2,60-64,144,mujeres,60-64
3530,2,65-69,133,mujeres,65-69
3530,2,70-74,121,mujeres,70-74
3530,2,75-79,98,mujeres,75-79
3530,2,80-84,68,mujeres,80-84
3530,2,85-89,22,mujeres,85-89
3530,2,90-94,10,mujeres,90-94
3530,2,+95,2,mujeres,+95
3621,1,0-4,136,varones,0-4
3621,1,5-9,148,varones,5-9
3621,1,10-14,198,varones,10-14
3621,1,15-19,198,varones,15-19
3621,1,20-24,225,varones,20-24
3621,1,25-29,157,varones,25-29
3621,1,30-34,165,varones,30-34
3621,1,35-39,176,varones,35-39
3621,1,40-44,170,varones,40-44
3621,1,45-49,184,varones,45-49
3621,1,50-54,151,varones,50-54
3621,1,55-59,184,varones,55-59
3621,1,60-64,146,varones,60-64
3621,1,65-69,143,varones,65-69
3621,1,70-74,115,varones,70-74
3621,1,75-79,82,varones,75-79
3621,1,80-84,56,varones,80-84
3621,1,85-89,23,varones,85-89
3621,1,90-94,4,varones,90-94
3621,1,+95,0,varones,+95
3621,2,0-4,140,mujeres,0-4
3621,2,5-9,138,mujeres,5-9
3621,2,10-14,138,mujeres,10-14
3621,2,15-19,181,mujeres,15-19
3621,2,20-24,197,mujeres,20-24
3621,2,25-29,173,mujeres,25-29
3621,2,30-34,181,mujeres,30-34
3621,2,35-39,198,mujeres,35-39
3621,2,40-44,202,mujeres,40-44
